rebalance_date,train_years,regime,n_active,ranked_pair_count,target_k,selected_pairs,candidate_count,filtered_due_corr,fill_count,used_fallback,avg_abs_corr,max_abs_corr,corr_pairs_evaluated
2025-01-01,2,NORMAL,138,9453,10,10,10,2,0,False,0.3316,0.8281,44
2025-01-01,3,NORMAL,138,9453,10,10,10,1,0,False,0.3251,0.878,45
