date,combo
2020-04-01,-0.18074074074074076
2020-04-02,-0.10388888888888889
2020-04-03,-0.0713888888888889
2020-04-04,-0.11120370370370371
2020-04-05,-0.023703703703703703
2020-04-06,-0.06777777777777778
2020-04-07,-0.1312037037037037
2020-04-08,-0.027962962962962967
2020-04-09,-0.027407407407407415
2020-04-10,-0.018148148148148142
2020-04-11,-0.04722222222222223
2020-04-12,-0.03277777777777778
2020-04-13,-0.0762962962962963
2020-04-14,-0.08555555555555555
2020-04-15,-0.13694444444444445
2020-04-16,-0.13787037037037037
2020-04-17,-0.14344049105285062
2020-04-18,-0.09810653349979195
2020-04-19,-0.03796296296296296
2020-04-20,-0.14127444860590932
2020-04-21,-0.08648148148148148
2020-04-22,-0.09666666666666668
2020-04-23,-0.1387962962962963
2020-04-24,-0.1475925925925926
2020-04-25,-0.050833333333333335
2020-04-26,-0.002777777777777775
2020-04-27,-0.022532558733401417
2020-04-28,-0.10935791467562102
2020-04-29,-0.13587962962962963
2020-04-30,-0.17843137254901964
2020-05-01,-0.19019883234192558
2020-05-02,-0.1646866049790703
2020-05-03,-0.07040980750805678
2020-05-04,-0.09274562320355373
2020-05-05,-0.15036606373815675
2020-05-06,-0.17402146464646465
2020-05-07,-0.1835385101010101
2020-05-08,-0.1613425925925926
2020-05-09,-0.1914351851851852
2020-05-10,-0.13888888888888892
2020-05-11,-0.14444444444444446
2020-05-12,-0.18386994949494948
2020-05-13,-0.1319654882154882
2020-05-14,-0.13890993265993268
2020-05-15,-0.11100589225589225
2020-05-16,-0.12838804713804713
2020-05-17,-0.13899410774410775
2020-05-18,-0.1520471569628873
2020-05-19,-0.15882786195286197
2020-05-20,-0.18620370370370373
2020-05-21,-0.13865740740740742
2020-05-22,-0.13310185185185186
2020-05-23,-0.08819444444444444
2020-05-24,-0.04999999999999999
2020-05-25,-0.07962962962962963
2020-05-26,-0.08865740740740742
2020-05-27,-0.1585726175613816
2020-05-28,-0.20231481481481484
2020-05-29,-0.20370370370370375
2020-05-30,-0.19976071577195176
2020-05-31,-0.16435185185185192
2020-06-01,-0.28036308780690805
2020-06-02,-0.24337962962962964
2020-06-03,-0.22688657407407412
2020-06-04,-0.2551851851851852
2020-06-05,-0.24175925925925928
2020-06-06,-0.2439814814814815
2020-06-07,-0.207723063973064
2020-06-08,-0.2759259259259259
2020-06-09,-0.24453703703703708
2020-06-10,-0.2959259259259259
2020-06-11,-0.17777777777777778
2020-06-12,-0.17861111111111114
2020-06-13,-0.050925925925925916
2020-06-14,-0.0800925925925926
2020-06-15,-0.13349979192675826
2020-06-16,-0.17592592592592596
2020-06-17,-0.15712962962962962
2020-06-18,-0.032537453183520595
2020-06-19,-0.05138888888888891
2020-06-20,-0.07925925925925927
2020-06-21,-0.01481481481481482
2020-06-22,-0.18750000000000003
2020-06-23,-0.2199074074074074
2020-06-24,-0.09578703703703706
2020-06-25,-0.07407407407407407
2020-06-26,-0.07731481481481482
2020-06-27,-0.00888888888888889
2020-06-28,0.05185185185185185
2020-06-29,-0.01666666666666668
2020-06-30,-0.03287037037037038
