rebalance_date,train_years,regime,n_active,ranked_pair_count,target_k,selected_pairs,candidate_count,filtered_due_corr,fill_count,used_fallback,avg_abs_corr,max_abs_corr,corr_pairs_evaluated
2025-04-01,2,HIGH,138,9453,98,98,98,18,0,False,0.1482,0.9497,4683
2025-04-01,3,HIGH,138,9453,98,98,98,8,0,False,0.2139,0.9469,4548
