date,combo
2024-04-01,-0.45727785959744727
2024-04-02,-0.42301879514692475
2024-04-03,-0.4246212918156954
2024-04-04,-0.4520381864085842
2024-04-05,-0.4643067536292868
2024-04-06,-0.4779823269513992
2024-04-07,-0.45373886668069296
2024-04-08,-0.45504505926081773
2024-04-09,-0.4555605231783435
2024-04-10,-0.45683953993968723
2024-04-11,-0.46364226102812256
2024-04-12,-0.4405252822778596
2024-04-13,-0.42300739883582306
2024-04-14,-0.4272748790237745
2024-04-15,-0.4280454449821166
2024-04-16,-0.42590644505224773
2024-04-17,-0.3940695350305071
2024-04-18,-0.41346167332912553
2024-04-19,-0.41108159758748863
2024-04-20,-0.4096263763237254
2024-04-21,-0.4202652710568764
2024-04-22,-0.4244950557542605
2024-04-23,-0.42785609088996424
2024-04-24,-0.4036792552072376
2024-04-25,-0.40445245108352623
2024-04-26,-0.4077003997475279
2024-04-27,-0.36490725156041803
2024-04-28,-0.36490725156041803
2024-04-29,-0.35163931552002253
2024-04-30,-0.34645837716529915
2024-05-01,-0.2910016111707841
2024-05-02,-0.30721737148467637
2024-05-03,-0.3540448138018094
2024-05-04,-0.352778069990883
2024-05-05,-0.3544875166561471
2024-05-06,-0.3614112139701242
2024-05-07,-0.37627463356476615
2024-05-08,-0.31345203029665475
2024-05-09,-0.3691799915842626
2024-05-10,-0.35008591065292094
2024-05-11,-0.3445017182130584
2024-05-12,-0.31955957640788274
2024-05-13,-0.3741408934707904
2024-05-14,-0.33409425625920475
2024-05-15,-0.3899484536082475
2024-05-16,-0.39381443298969077
2024-05-17,-0.3952205624517849
2024-05-18,-0.39393190265797046
2024-05-19,-0.39947226313205697
2024-05-20,-0.42355617504733867
2024-05-21,-0.42569517497720744
2024-05-22,-0.4218686443649625
2024-05-23,-0.38422049232063965
2024-05-24,-0.4003620520373098
2024-05-25,-0.4067571358440284
2024-05-26,-0.4051677887649906
2024-05-27,-0.407727575566309
2024-05-28,-0.3684409846412793
2024-05-29,-0.3475112209832387
2024-05-30,-0.365473560558244
2024-05-31,-0.36302160039273446
2024-06-01,-0.36726891787642896
2024-06-02,-0.368167473174837
2024-06-03,-0.36688757977417774
2024-06-04,-0.3643321761694369
2024-06-05,-0.3787511396311102
2024-06-06,-0.36817623956799217
2024-06-07,-0.36775545269654264
2024-06-08,-0.36518689950206895
2024-06-09,-0.3664711760993058
2024-06-10,-0.3651912826986465
2024-06-11,-0.3017982456140351
2024-06-12,-0.3251488095238096
2024-06-13,-0.31128504250316513
2024-06-14,-0.289472779887864
2024-06-15,-0.287192078133478
2024-06-16,-0.2998571170193526
2024-06-17,-0.2998661602459758
2024-06-18,-0.2775871635166094
2024-06-19,-0.27199312714776636
2024-06-20,-0.25395189003436425
2024-06-21,-0.23327635177782452
2024-06-22,-0.23786731187320292
2024-06-23,-0.22134464028378228
2024-06-24,-0.17432429961231805
2024-06-25,-0.1695559944407871
2024-06-26,-0.1696017116524029
2024-06-27,-0.15940259082356348
2024-06-28,-0.16164965986394558
2024-06-29,-0.14237826709631224
2024-06-30,-0.16971446473326177
