rebalance_date,train_years,regime,n_active,ranked_pair_count,target_k,selected_pairs,candidate_count,filtered_due_corr,fill_count,used_fallback,avg_abs_corr,max_abs_corr,corr_pairs_evaluated
2024-10-01,2,NORMAL,137,9180,10,10,10,4,0,False,0.3024,0.9326,44
2024-10-01,3,NORMAL,138,9453,10,10,10,0,0,False,0.2686,0.797,39
