rebalance_date,train_years,regime,n_active,ranked_pair_count,target_k,selected_pairs,candidate_count,filtered_due_corr,fill_count,used_fallback,avg_abs_corr,max_abs_corr,corr_pairs_evaluated
2023-07-01,2,LOW,137,9316,10,10,10,0,0,False,0.3542,0.9073,45
2023-07-01,3,LOW,138,9453,10,10,10,0,0,False,0.3602,0.8353,45
