rebalance_date,train_years,regime,n_active,ranked_pair_count,target_k,selected_pairs,candidate_count,filtered_due_corr,fill_count,used_fallback,avg_abs_corr,max_abs_corr,corr_pairs_evaluated
2022-10-01,2,NORMAL,138,9180,10,10,10,0,0,False,0.2561,0.9153,39
2022-10-01,3,NORMAL,138,9045,10,10,10,0,0,False,0.3978,0.8872,41
