date,combo
2025-10-01,-0.39583333333333337
2025-10-02,-0.39583333333333337
2025-10-03,-0.4125
2025-10-04,-0.42083333333333334
2025-10-05,-0.42916666666666664
2025-10-06,-0.23009259259259263
2025-10-07,-0.22500000000000003
2025-10-08,-0.22500000000000003
2025-10-09,-0.22500000000000003
2025-10-10,-0.18379629629629632
2025-10-11,-0.18379629629629632
2025-10-12,-0.21620370370370373
2025-10-13,-0.23935185185185187
2025-10-14,-0.45625
2025-10-15,-0.4166666666666667
2025-10-16,-0.4791666666666667
2025-10-17,-0.4708333333333333
2025-10-18,-0.4666666666666667
2025-10-19,-0.4458333333333334
2025-10-20,-0.4208333333333334
2025-10-21,-0.4333333333333334
2025-10-22,-0.41875000000000007
2025-10-23,-0.41250000000000003
2025-10-24,-0.4083333333333334
2025-10-25,-0.4083333333333333
2025-10-26,-0.4125
2025-10-27,-0.42500000000000004
2025-10-28,-0.4333333333333334
2025-10-29,-0.4395833333333333
2025-10-30,-0.40208333333333335
2025-10-31,-0.3145833333333334
2025-11-01,-0.30833333333333335
2025-11-02,-0.30208333333333337
2025-11-03,-0.27708333333333335
2025-11-04,-0.23125
2025-11-05,-0.31041666666666673
2025-11-06,-0.20833333333333334
2025-11-07,-0.29375000000000007
2025-11-08,-0.1916666666666667
2025-11-09,-0.1875
2025-11-10,-0.18541666666666667
2025-11-11,-0.2666666666666667
2025-11-12,-0.18541666666666667
2025-11-13,-0.18541666666666667
2025-11-14,-0.1916666666666667
2025-11-15,-0.23125000000000004
2025-11-16,-0.22708333333333336
2025-11-17,-0.20416666666666672
2025-11-18,-0.1916666666666667
2025-11-19,-0.17083333333333334
2025-11-20,-0.21666666666666673
2025-11-21,-0.19097222222222227
2025-11-22,-0.17245370370370372
2025-11-23,-0.17245370370370372
2025-11-24,-0.16319444444444448
2025-11-25,-0.1539351851851852
2025-11-26,-0.15856481481481483
2025-11-27,-0.1539351851851852
2025-11-28,-0.15000000000000002
2025-11-29,-0.15000000000000002
2025-11-30,-0.15416666666666667
2025-12-01,-0.1416666666666667
2025-12-02,-0.08125000000000002
2025-12-03,-0.08125000000000002
2025-12-04,-0.08958333333333335
2025-12-05,-0.09375000000000001
2025-12-06,-0.08958333333333335
2025-12-07,-0.08958333333333335
2025-12-08,-0.08541666666666668
2025-12-09,-0.08958333333333335
2025-12-10,-0.1166666666666667
2025-12-11,-0.08125000000000002
2025-12-12,-0.05000000000000002
2025-12-13,-0.04583333333333335
2025-12-14,-0.04583333333333335
2025-12-15,-0.041666666666666685
2025-12-16,-0.03750000000000001
2025-12-17,-0.07916666666666669
2025-12-18,-0.05416666666666668
2025-12-19,-0.08750000000000002
2025-12-20,-0.08333333333333334
2025-12-21,-0.09583333333333335
2025-12-22,-0.08750000000000002
2025-12-23,-0.07916666666666669
2025-12-24,-0.07500000000000001
2025-12-25,-0.07083333333333336
2025-12-26,-0.05208333333333334
2025-12-27,-0.03125
2025-12-28,-0.027083333333333334
2025-12-29,-0.022916666666666665
2025-12-30,-0.02291666666666667
2025-12-31,-0.027083333333333338
