date,combo
2023-04-01,-0.35208333333333336
2023-04-02,-0.36041666666666666
2023-04-03,-0.38125
2023-04-04,-0.36041666666666666
2023-04-05,-0.34375
2023-04-06,-0.24375000000000002
2023-04-07,-0.24375000000000002
2023-04-08,-0.24375
2023-04-09,-0.23125
2023-04-10,-0.24375
2023-04-11,-0.24375
2023-04-12,-0.24375
2023-04-13,-0.24375
2023-04-14,-0.25625
2023-04-15,-0.25625
2023-04-16,-0.27708333333333335
2023-04-17,-0.29250000000000004
2023-04-18,-0.26250000000000007
2023-04-19,-0.28
2023-04-20,-0.26250000000000007
2023-04-21,-0.3
2023-04-22,-0.26250000000000007
2023-04-23,-0.26250000000000007
2023-04-24,-0.26250000000000007
2023-04-25,-0.26250000000000007
2023-04-26,-0.26250000000000007
2023-04-27,-0.25
2023-04-28,-0.2791666666666667
2023-04-29,-0.275
2023-04-30,-0.27083333333333337
2023-05-01,-0.25416666666666665
2023-05-02,-0.25416666666666665
2023-05-03,-0.25416666666666665
2023-05-04,-0.2625
2023-05-05,-0.2625
2023-05-06,-0.26666666666666666
2023-05-07,-0.27083333333333337
2023-05-08,-0.27083333333333337
2023-05-09,-0.2666666666666667
2023-05-10,-0.2791666666666667
2023-05-11,-0.275
2023-05-12,-0.27083333333333337
2023-05-13,-0.275
2023-05-14,-0.25
2023-05-15,-0.25
2023-05-16,-0.2416666666666667
2023-05-17,-0.23750000000000004
2023-05-18,-0.23333333333333334
2023-05-19,-0.23333333333333334
2023-05-20,-0.22833333333333333
2023-05-21,-0.22833333333333333
2023-05-22,-0.20666666666666667
2023-05-23,-0.20666666666666667
2023-05-24,-0.22333333333333336
2023-05-25,-0.19833333333333333
2023-05-26,-0.19416666666666665
2023-05-27,-0.19416666666666665
2023-05-28,-0.18166666666666667
2023-05-29,-0.18166666666666667
2023-05-30,-0.18166666666666667
2023-05-31,-0.18583333333333335
2023-06-01,-0.17750000000000002
2023-06-02,-0.17750000000000002
2023-06-03,-0.17750000000000002
2023-06-04,-0.17750000000000002
2023-06-05,-0.1975
2023-06-06,-0.1975
2023-06-07,-0.21833333333333332
2023-06-08,-0.36
2023-06-09,-0.33083333333333337
2023-06-10,-0.3516666666666667
2023-06-11,-0.3516666666666667
2023-06-12,-0.33083333333333337
2023-06-13,-0.3466666666666667
2023-06-14,-0.3675
2023-06-15,-0.3675
2023-06-16,-0.3466666666666667
2023-06-17,-0.3466666666666667
2023-06-18,-0.3466666666666667
2023-06-19,-0.3466666666666667
2023-06-20,-0.30500000000000005
2023-06-21,-0.30500000000000005
2023-06-22,-0.31333333333333335
2023-06-23,-0.31333333333333335
2023-06-24,-0.31333333333333335
2023-06-25,-0.31333333333333335
2023-06-26,-0.31750000000000006
2023-06-27,-0.3383333333333334
2023-06-28,-0.3383333333333334
2023-06-29,-0.3508333333333334
2023-06-30,-0.37583333333333335
