rebalance_date,train_years,regime,n_active,ranked_pair_count,target_k,selected_pairs,candidate_count,filtered_due_corr,fill_count,used_fallback,avg_abs_corr,max_abs_corr,corr_pairs_evaluated
2022-07-01,2,HIGH,138,9180,96,96,96,15,0,False,0.2509,0.9295,4485
2022-07-01,3,HIGH,138,9045,96,96,96,1,0,False,0.1644,0.9438,4547
