rebalance_date,train_years,regime,n_active,ranked_pair_count,target_k,selected_pairs,candidate_count,filtered_due_corr,fill_count,used_fallback,avg_abs_corr,max_abs_corr,corr_pairs_evaluated
2023-04-01,2,NORMAL,138,9453,10,10,10,0,0,False,0.3051,0.7901,45
2023-04-01,3,NORMAL,138,9180,10,10,10,0,0,False,0.2675,0.7245,45
