rebalance_date,train_years,regime,n_active,ranked_pair_count,target_k,selected_pairs,candidate_count,filtered_due_corr,fill_count,used_fallback,avg_abs_corr,max_abs_corr,corr_pairs_evaluated
2020-10-01,2,NORMAL,129,8001,10,10,10,0,0,False,0.246,0.7742,45
2020-10-01,3,NORMAL,130,8128,10,10,10,0,0,False,0.1635,0.5255,45
