date,combo
2026-01-01,-0.024999999999999998
2026-01-02,-0.012500000000000004
2026-01-03,0.008333333333333328
2026-01-04,0.008333333333333328
2026-01-05,0.004166666666666655
2026-01-06,0.004166666666666655
2026-01-07,-0.10833333333333334
2026-01-08,-0.07500000000000001
2026-01-09,-0.07500000000000001
2026-01-10,-0.07083333333333335
2026-01-11,-0.07083333333333335
2026-01-12,-0.07083333333333335
2026-01-13,-0.09166666666666667
2026-01-14,-0.07083333333333335
2026-01-15,0.012500000000000008
2026-01-16,-0.09166666666666667
2026-01-17,-0.09166666666666667
2026-01-18,-0.09166666666666667
2026-01-19,-0.08750000000000001
2026-01-20,-0.06666666666666667
2026-01-21,-0.0625
2026-01-22,-0.06666666666666667
2026-01-23,-0.1
2026-01-24,-0.1
2026-01-25,-0.1
2026-01-26,-0.004166666666666673
2026-01-27,-0.004166666666666673
2026-01-28,-0.06666666666666667
2026-01-29,-0.1
2026-01-30,-0.08750000000000001
2026-01-31,-0.08750000000000001
2026-02-01,-0.06666666666666667
2026-02-02,-0.06666666666666667
2026-02-03,-0.06666666666666667
2026-02-04,-0.1
2026-02-05,-0.1
2026-02-06,-0.045833333333333344
2026-02-07,-0.045833333333333344
2026-02-08,-0.045833333333333344
2026-02-09,-0.045833333333333344
2026-02-10,-0.16250000000000003
2026-02-11,-0.16250000000000003
2026-02-12,-0.16250000000000003
2026-02-13,-0.17083333333333334
2026-02-14,-0.17083333333333334
2026-02-15,-0.15833333333333335
2026-02-16,-0.15833333333333335
2026-02-17,-0.15833333333333335
2026-02-18,-0.14583333333333337
2026-02-19,-0.14166666666666666
2026-02-20,-0.12916666666666668
2026-02-21,-0.125
2026-02-22,-0.12083333333333335
2026-02-23,-0.1166666666666667
2026-02-24,-0.054166666666666675
2026-02-25,-0.04
2026-02-26,-0.04
2026-02-27,-0.054166666666666675
2026-02-28,-0.05000000000000001
2026-03-01,-0.05000000000000001
2026-03-02,-0.025833333333333337
2026-03-03,0.010000000000000004
2026-03-04,0.0
2026-03-05,-0.014166666666666671
2026-03-06,-0.12916666666666668
2026-03-07,-0.12916666666666668
2026-03-08,-0.12916666666666668
2026-03-09,-0.125
2026-03-10,-0.012499999999999994
2026-03-11,-0.012499999999999994
2026-03-12,-0.125
2026-03-13,-0.125
2026-03-14,-0.13333333333333336
2026-03-15,-0.13333333333333336
2026-03-16,-0.014166666666666671
2026-03-17,-0.1375
2026-03-18,-0.16249999999999998
2026-03-19,-0.15833333333333333
2026-03-20,-0.15833333333333333
2026-03-21,-0.15416666666666665
2026-03-22,-0.15416666666666665
2026-03-23,-0.15833333333333333
2026-03-24,-0.16249999999999998
2026-03-25,-0.16249999999999998
2026-03-26,-0.27916666666666673
2026-03-27,-0.14166666666666666
2026-03-28,-0.13749999999999998
2026-03-29,-0.12916666666666665
2026-03-30,-0.125
2026-03-31,-0.12666666666666668
