date,combo
2025-07-01,-0.36458333333333337
2025-07-02,-0.2837962962962963
2025-07-03,-0.2825000000000001
2025-07-04,-0.2825000000000001
2025-07-05,-0.28666666666666674
2025-07-06,-0.28666666666666674
2025-07-07,-0.28666666666666674
2025-07-08,-0.28666666666666674
2025-07-09,-0.2908333333333334
2025-07-10,-0.2908333333333334
2025-07-11,-0.29500000000000004
2025-07-12,-0.29500000000000004
2025-07-13,-0.29500000000000004
2025-07-14,-0.30000000000000004
2025-07-15,-0.30500000000000005
2025-07-16,-0.30500000000000005
2025-07-17,-0.30500000000000005
2025-07-18,-0.32000000000000006
2025-07-19,-0.32500000000000007
2025-07-20,-0.3291666666666667
2025-07-21,-0.32500000000000007
2025-07-22,-0.3158333333333334
2025-07-23,-0.3450000000000001
2025-07-24,-0.37500000000000006
2025-07-25,-0.37000000000000005
2025-07-26,-0.37000000000000005
2025-07-27,-0.36583333333333334
2025-07-28,-0.37000000000000005
2025-07-29,-0.37500000000000006
2025-07-30,-0.37500000000000006
2025-07-31,-0.32500000000000007
2025-08-01,-0.35000000000000003
2025-08-02,-0.3458333333333334
2025-08-03,-0.3458333333333334
2025-08-04,-0.35416666666666674
2025-08-05,-0.35416666666666674
2025-08-06,-0.3500000000000001
2025-08-07,-0.3500000000000001
2025-08-08,-0.37916666666666676
2025-08-09,-0.3750000000000001
2025-08-10,-0.3750000000000001
2025-08-11,-0.3750000000000001
2025-08-12,-0.37916666666666676
2025-08-13,-0.3916666666666667
2025-08-14,-0.3916666666666667
2025-08-15,-0.37916666666666676
2025-08-16,-0.38750000000000007
2025-08-17,-0.38750000000000007
2025-08-18,-0.37500000000000006
2025-08-19,-0.37500000000000006
2025-08-20,-0.37500000000000006
2025-08-21,-0.35416666666666674
2025-08-22,-0.38750000000000007
2025-08-23,-0.37500000000000006
2025-08-24,-0.37500000000000006
2025-08-25,-0.3583333333333334
2025-08-26,-0.35416666666666674
2025-08-27,-0.35416666666666674
2025-08-28,-0.3666666666666667
2025-08-29,-0.35416666666666674
2025-08-30,-0.35000000000000003
2025-08-31,-0.3458333333333333
2025-09-01,-0.3458333333333334
2025-09-02,-0.32500000000000007
2025-09-03,-0.3416666666666667
2025-09-04,-0.48541666666666666
2025-09-05,-0.4854166666666667
2025-09-06,-0.48541666666666666
2025-09-07,-0.48541666666666666
2025-09-08,-0.3458333333333333
2025-09-09,-0.3416666666666667
2025-09-10,-0.3375
2025-09-11,-0.47916666666666674
2025-09-12,-0.5083333333333334
2025-09-13,-0.53125
2025-09-14,-0.53125
2025-09-15,-0.53125
2025-09-16,-0.36250000000000004
2025-09-17,-0.36250000000000004
2025-09-18,-0.36250000000000004
2025-09-19,-0.3666666666666667
2025-09-20,-0.36250000000000004
2025-09-21,-0.36250000000000004
2025-09-22,-0.32500000000000007
2025-09-23,-0.3416666666666667
2025-09-24,-0.31666666666666665
2025-09-25,-0.45138888888888895
2025-09-26,-0.45138888888888895
2025-09-27,-0.45138888888888895
2025-09-28,-0.45138888888888895
2025-09-29,-0.3125
2025-09-30,-0.42685185185185187
