rebalance_date,train_years,regime,n_active,ranked_pair_count,target_k,selected_pairs,candidate_count,filtered_due_corr,fill_count,used_fallback,avg_abs_corr,max_abs_corr,corr_pairs_evaluated
2022-01-01,2,NORMAL,135,8911,10,10,10,0,0,False,0.2863,0.8371,45
2022-01-01,3,NORMAL,136,8646,10,10,10,0,0,False,0.1977,0.7086,45
