date,combo
2020-07-01,-0.2583333333333333
2020-07-02,-0.15416666666666667
2020-07-03,-0.15000000000000002
2020-07-04,-0.10416666666666667
2020-07-05,0.0
2020-07-06,-0.19166666666666665
2020-07-07,-0.05
2020-07-08,-0.15
2020-07-09,-0.15833333333333333
2020-07-10,-0.15416666666666667
2020-07-11,-0.08333333333333334
2020-07-12,-0.08333333333333334
2020-07-13,-0.13333333333333333
2020-07-14,-0.19166666666666668
2020-07-15,-0.13958333333333336
2020-07-16,-0.1375
2020-07-17,-0.13958333333333336
2020-07-18,-0.09791666666666668
2020-07-19,-0.10625
2020-07-20,-0.16458333333333336
2020-07-21,-0.16875000000000004
2020-07-22,-0.32499999999999996
2020-07-23,-0.19583333333333336
2020-07-24,-0.2875
2020-07-25,-0.16666666666666669
2020-07-26,-0.2
2020-07-27,-0.19166666666666668
2020-07-28,-0.27083333333333337
2020-07-29,-0.2791666666666667
2020-07-30,-0.2791666666666667
2020-07-31,-0.2833333333333333
2020-08-01,-0.2041666666666667
2020-08-02,-0.24583333333333335
2020-08-03,-0.37083333333333335
2020-08-04,-0.2791666666666667
2020-08-05,-0.28750000000000003
2020-08-06,-0.32500000000000007
2020-08-07,-0.28750000000000003
2020-08-08,-0.21250000000000002
2020-08-09,-0.31666666666666676
2020-08-10,-0.2958333333333334
2020-08-11,-0.23750000000000002
2020-08-12,-0.30000000000000004
2020-08-13,-0.21666666666666667
2020-08-14,-0.25
2020-08-15,-0.225
2020-08-16,-0.33333333333333337
2020-08-17,-0.2750000000000001
2020-08-18,-0.34583333333333344
2020-08-19,-0.3083333333333334
2020-08-20,-0.2916666666666667
2020-08-21,-0.2875
2020-08-22,-0.25833333333333336
2020-08-23,-0.1875
2020-08-24,-0.2791666666666667
2020-08-25,-0.2791666666666667
2020-08-26,-0.08981481481481482
2020-08-27,-0.16666666666666669
2020-08-28,-0.15000000000000002
2020-08-29,-0.15000000000000002
2020-08-30,-0.17500000000000002
2020-08-31,-0.10416666666666667
2020-09-01,-0.17500000000000002
2020-09-02,-0.14166666666666666
2020-09-03,-0.1916666666666667
2020-09-04,-0.23750000000000004
2020-09-05,-0.1916666666666667
2020-09-06,-0.1541666666666667
2020-09-07,-0.31166666666666665
2020-09-08,-0.1916666666666667
2020-09-09,-0.18750000000000003
2020-09-10,-0.29916666666666664
2020-09-11,-0.17916666666666664
2020-09-12,-0.19166666666666665
2020-09-13,-0.17916666666666664
2020-09-14,-0.175
2020-09-15,-0.16666666666666669
2020-09-16,-0.16666666666666669
2020-09-17,-0.27083333333333337
2020-09-18,-0.16666666666666669
2020-09-19,-0.09583333333333334
2020-09-20,-0.12083333333333332
2020-09-21,-0.22500000000000003
2020-09-22,-0.21250000000000002
2020-09-23,-0.17083333333333334
2020-09-24,-0.17916666666666667
2020-09-25,-0.31250000000000006
2020-09-26,-0.23541666666666672
2020-09-27,-0.11250000000000002
2020-09-28,-0.2229166666666667
2020-09-29,-0.2520833333333333
2020-09-30,-0.32708333333333334
