date,combo
2022-07-01,-0.04427083333333334
2022-07-02,-0.025954861111111113
2022-07-03,-0.019878472222222228
2022-07-04,-0.024218750000000004
2022-07-05,-0.038888888888888896
2022-07-06,-0.042795138888888896
2022-07-07,-0.02109375000000001
2022-07-08,-0.023046875000000005
2022-07-09,-0.026692708333333336
2022-07-10,-0.02439236111111111
2022-07-11,-0.025160818713450293
2022-07-12,-0.003987573099415207
2022-07-13,-0.030031980994152052
2022-07-14,-0.0261906067251462
2022-07-15,-0.03042534722222223
2022-07-16,-0.03216145833333334
2022-07-17,-0.04973958333333334
2022-07-18,-0.025043859649122806
2022-07-19,-0.026779970760233918
2022-07-20,-0.03835252192982456
2022-07-21,-0.03886056286549708
2022-07-22,-0.031043494152046786
2022-07-23,-0.041850666318264965
2022-07-24,-0.04492187500000001
2022-07-25,-0.04299494817524606
2022-07-26,-0.04015329675115408
2022-07-27,-0.06358506944444446
2022-07-28,-0.057942708333333336
2022-07-29,-0.032552083333333336
2022-07-30,-0.032552083333333336
2022-07-31,-0.03559027777777778
2022-08-01,-0.03732638888888889
2022-08-02,-0.036111111111111115
2022-08-03,-0.0390625
2022-08-04,-0.05078125
2022-08-05,-0.055555555555555566
2022-08-06,-0.07031250000000001
2022-08-07,-0.06423611111111112
2022-08-08,-0.049479166666666664
2022-08-09,-0.06822916666666667
2022-08-10,-0.055989583333333336
2022-08-11,-0.04730902777777779
2022-08-12,-0.020920058587727414
2022-08-13,-0.020399305555555556
2022-08-14,-0.04296875
2022-08-15,-0.056857638888888895
2022-08-16,-0.05078125
2022-08-17,-0.0965277777777778
2022-08-18,-0.050954861111111124
2022-08-19,-0.054907230450708715
2022-08-20,-0.035318123905080434
2022-08-21,-0.04077779104953018
2022-08-22,-0.02295417348608838
2022-08-23,-0.024851434026965945
2022-08-24,-0.058354334677419364
2022-08-25,-0.06532988055244496
2022-08-26,-0.04218064692982457
2022-08-27,-0.026649305555555555
2022-08-28,-0.0001736111111111105
2022-08-29,-0.011892361111111114
2022-08-30,-0.007986111111111114
2022-08-31,-0.02361111111111111
2022-09-01,-0.05138888888888889
2022-09-02,-0.04401041666666667
2022-09-03,-0.054427083333333334
2022-09-04,-0.027517361111111114
2022-09-05,-0.03923611111111111
2022-09-06,-0.05399305555555556
2022-09-07,-0.03098958333333333
2022-09-08,-0.024479166666666666
2022-09-09,-0.033593750000000006
2022-09-10,-0.008851250466592015
2022-09-11,-0.012760416666666665
2022-09-12,-0.01808044046285928
2022-09-13,-0.047482638888888894
2022-09-14,-0.04357638888888889
2022-09-15,-0.05486111111111111
2022-09-16,-0.0296875
2022-09-17,-0.010263157894736844
2022-09-18,-0.041403508771929824
2022-09-19,-0.04
2022-09-20,-0.026842105263157896
2022-09-21,0.006491228070175442
2022-09-22,-0.008666849415204679
2022-09-23,0.014756944444444446
2022-09-24,0.012586805555555556
2022-09-25,0.003819444444444443
2022-09-26,0.0029513888888888914
2022-09-27,0.015190972222222225
2022-09-28,0.018359375000000004
2022-09-29,0.0009982638888888845
2022-09-30,0.012717013888888889
